sname,rname,order,city,province,geometry
上海封浜(地铁站),上海地铁14号线(桂桥路--封浜),31,上海,上海市,"31.26945446,121.29252597"
上海望园路(地铁站),上海地铁15号线南延(望园路--紫竹高新区),1,上海,上海市,"30.93451173,121.47759704"
上海东方美谷大道(地铁站),上海地铁15号线南延(望园路--紫竹高新区),2,上海,上海市,"30.95041477,121.4725077"
上海汇丰北路(地铁站),上海地铁15号线南延(望园路--紫竹高新区),3,上海,上海市,"30.97168412,121.46573426"
上海西闸公路(地铁站),上海地铁15号线南延(望园路--紫竹高新区),4,上海,上海市,"31.00290792,121.45715147"
上海兰香湖南路(地铁站),上海地铁15号线南延(望园路--紫竹高新区),5,上海,上海市,"31.01604067,121.45091237"
上海紫竹高新区(地铁站),上海地铁15号线南延(望园路--紫竹高新区),6,上海,上海市,"31.02518901,121.44664957"
上海顾村公园(地铁站),上海地铁15号线(顾村公园--紫竹高新区),1,上海,上海市,"31.34639976,121.36836747"
上海锦秋路(地铁站),上海地铁15号线(顾村公园--紫竹高新区),2,上海,上海市,"31.32198977,121.3771156"
上海丰翔路(地铁站),上海地铁15号线(顾村公园--紫竹高新区),3,上海,上海市,"31.31003022,121.3762258"
上海南大路(地铁站),上海地铁15号线(顾村公园--紫竹高新区),4,上海,上海市,"31.30107921,121.37570032"
上海祁安路(地铁站),上海地铁15号线(顾村公园--紫竹高新区),5,上海,上海市,"31.29337273,121.38016309"
上海古浪路(地铁站),上海地铁15号线(顾村公园--紫竹高新区),6,上海,上海市,"31.28632193,121.38756425"
上海武威东路(地铁站),上海地铁15号线(顾村公园--紫竹高新区),7,上海,上海市,"31.27746498,121.38744141"
上海上海西站(地铁站),上海地铁15号线(顾村公园--紫竹高新区),8,上海,上海市,"31.2647965,121.39675291"
上海铜川路(地铁站),上海地铁15号线(顾村公园--紫竹高新区),9,上海,上海市,"31.25350689,121.39291711"
上海梅岭北路(地铁站),上海地铁15号线(顾村公园--紫竹高新区),10,上海,上海市,"31.24513186,121.39234572"
上海大渡河路(地铁站),上海地铁15号线(顾村公园--紫竹高新区),11,上海,上海市,"31.23470352,121.39158153"
上海长风公园(地铁站),上海地铁15号线(顾村公园--紫竹高新区),12,上海,上海市,"31.22709264,121.39166953"
上海娄山关路(地铁站),上海地铁15号线(顾村公园--紫竹高新区),13,上海,上海市,"31.21489265,121.39535115"
上海红宝石路(地铁站),上海地铁15号线(顾村公园--紫竹高新区),14,上海,上海市,"31.20071293,121.39372387"
上海姚虹路(地铁站),上海地铁15号线(顾村公园--紫竹高新区),15,上海,上海市,"31.19340436,121.40175646"
上海吴中路(地铁站),上海地铁15号线(顾村公园--紫竹高新区),16,上海,上海市,"31.18620567,121.40926113"
上海桂林路(地铁站),上海地铁15号线(顾村公园--紫竹高新区),17,上海,上海市,"31.17885574,121.41070593"
上海桂林公园(地铁站),上海地铁15号线(顾村公园--紫竹高新区),18,上海,上海市,"31.16969745,121.41383358"
上海上海南站(地铁站),上海地铁15号线(顾村公园--紫竹高新区),19,上海,上海市,"31.15846993,121.42595659"
上海华东理工大学(地铁站),上海地铁15号线(顾村公园--紫竹高新区),20,上海,上海市,"31.14615028,121.4243654"
上海罗秀路(地铁站),上海地铁15号线(顾村公园--紫竹高新区),21,上海,上海市,"31.13346111,121.43119261"
上海朱梅路(地铁站),上海地铁15号线(顾村公园--紫竹高新区),22,上海,上海市,"31.1262813,121.43319471"
上海景洪路(15号线)(地铁站),上海地铁15号线(顾村公园--紫竹高新区),23,上海,上海市,"31.1153545,121.43553426"
上海虹梅南路(地铁站),上海地铁15号线(顾村公园--紫竹高新区),24,上海,上海市,"31.10576035,121.42844382"
上海景西路(地铁站),上海地铁15号线(顾村公园--紫竹高新区),25,上海,上海市,"31.1016348,121.41412656"
上海曙建路(地铁站),上海地铁15号线(顾村公园--紫竹高新区),26,上海,上海市,"31.09253671,121.41326399"
上海双柏路(地铁站),上海地铁15号线(顾村公园--紫竹高新区),27,上海,上海市,"31.08513368,121.41712138"
上海元江路(地铁站),上海地铁15号线(顾村公园--紫竹高新区),28,上海,上海市,"31.06475803,121.42728698"
上海永德路(地铁站),上海地铁15号线(顾村公园--紫竹高新区),29,上海,上海市,"31.04112041,121.438612"
上海紫竹高新区(地铁站),上海地铁15号线(顾村公园--紫竹高新区),30,上海,上海市,"31.02518782,121.44665152"
上海望园路(地铁站),上海地铁15号线南延(望园路--紫竹高新区),1,上海,上海市,"30.93451138,121.4775984"
上海东方美谷大道(地铁站),上海地铁15号线南延(望园路--紫竹高新区),2,上海,上海市,"30.95041468,121.47250757"
上海汇丰北路(地铁站),上海地铁15号线南延(望园路--紫竹高新区),3,上海,上海市,"30.97168448,121.46573365"
上海西闸公路(地铁站),上海地铁15号线南延(望园路--紫竹高新区),4,上海,上海市,"31.00290755,121.45715062"
上海兰香湖南路(地铁站),上海地铁15号线南延(望园路--紫竹高新区),5,上海,上海市,"31.01604008,121.45091235"
上海紫竹高新区(地铁站),上海地铁15号线南延(望园路--紫竹高新区),6,上海,上海市,"31.02518836,121.44665016"
上海紫竹高新区(地铁站),上海地铁15号线南延(紫竹高新区--望园路),1,上海,上海市,"31.02518955,121.44665025"
上海兰香湖南路(地铁站),上海地铁15号线南延(紫竹高新区--望园路),2,上海,上海市,"31.01604186,121.45091287"
上海西闸公路(地铁站),上海地铁15号线南延(紫竹高新区--望园路),3,上海,上海市,"31.00290646,121.45715029"
上海汇丰北路(地铁站),上海地铁15号线南延(紫竹高新区--望园路),4,上海,上海市,"30.9716849,121.46573454"
上海东方美谷大道(地铁站),上海地铁15号线南延(紫竹高新区--望园路),5,上海,上海市,"30.95041501,121.47250863"
上海望园路(地铁站),上海地铁15号线南延(紫竹高新区--望园路),6,上海,上海市,"30.93451217,121.47759807"
上海滴水湖(地铁站),上海地铁16号线(滴水湖--龙阳路),1,上海,上海市,"30.9096055,121.9254926"
上海临港大道(地铁站),上海地铁16号线(滴水湖--龙阳路),2,上海,上海市,"30.92588602,121.90677117"
上海书院(地铁站),上海地铁16号线(滴水湖--龙阳路),3,上海,上海市,"30.96156155,121.84635791"
上海惠南东(地铁站),上海地铁16号线(滴水湖--龙阳路),4,上海,上海市,"31.02860619,121.7894958"
上海惠南(地铁站),上海地铁16号线(滴水湖--龙阳路),5,上海,上海市,"31.05593955,121.75732136"
上海野生动物园(地铁站),上海地铁16号线(滴水湖--龙阳路),6,上海,上海市,"31.05248026,121.69489333"
上海新场(地铁站),上海地铁16号线(滴水湖--龙阳路),7,上海,上海市,"31.04781263,121.6447482"
上海航头东(地铁站),上海地铁16号线(滴水湖--龙阳路),8,上海,上海市,"31.05720641,121.61330237"
上海鹤沙航城(地铁站),上海地铁16号线(滴水湖--龙阳路),9,上海,上海市,"31.08007561,121.60704823"
上海周浦东(地铁站),上海地铁16号线(滴水湖--龙阳路),10,上海,上海市,"31.11230033,121.60270416"
上海罗山路(地铁站),上海地铁16号线(滴水湖--龙阳路),11,上海,上海市,"31.15549967,121.5889547"
上海华夏中路(地铁站),上海地铁16号线(滴水湖--龙阳路),12,上海,上海市,"31.17798319,121.57890335"
上海龙阳路(地铁站),上海地铁16号线(滴水湖--龙阳路),13,上海,上海市,"31.20416941,121.55359961"
上海龙阳路(地铁站),上海地铁16号线(龙阳路--滴水湖),1,上海,上海市,"31.20416852,121.55359956"
上海华夏中路(地铁站),上海地铁16号线(龙阳路--滴水湖),2,上海,上海市,"31.17798437,121.57890331"
上海罗山路(地铁站),上海地铁16号线(龙阳路--滴水湖),3,上海,上海市,"31.15549994,121.58895578"
上海周浦东(地铁站),上海地铁16号线(龙阳路--滴水湖),4,上海,上海市,"31.1122994,121.60270416"
上海鹤沙航城(地铁站),上海地铁16号线(龙阳路--滴水湖),5,上海,上海市,"31.0800756,121.60704847"
上海航头东(地铁站),上海地铁16号线(龙阳路--滴水湖),6,上海,上海市,"31.05720615,121.61330195"
上海新场(地铁站),上海地铁16号线(龙阳路--滴水湖),7,上海,上海市,"31.04781116,121.64474826"
上海野生动物园(地铁站),上海地铁16号线(龙阳路--滴水湖),8,上海,上海市,"31.05248185,121.69489252"
上海惠南(地铁站),上海地铁16号线(龙阳路--滴水湖),9,上海,上海市,"31.05593779,121.75732224"
上海惠南东(地铁站),上海地铁16号线(龙阳路--滴水湖),10,上海,上海市,"31.02860574,121.78949507"
上海书院(地铁站),上海地铁16号线(龙阳路--滴水湖),11,上海,上海市,"30.96156085,121.84635881"
上海临港大道(地铁站),上海地铁16号线(龙阳路--滴水湖),12,上海,上海市,"30.92588491,121.90676988"
上海滴水湖(地铁站),上海地铁16号线(龙阳路--滴水湖),13,上海,上海市,"30.90960604,121.92549412"
上海龙阳路(地铁站),上海地铁16号线大站车(龙阳路--滴水湖),1,上海,上海市,"31.2041693,121.55359999"
上海罗山路(地铁站),上海地铁16号线大站车(龙阳路--滴水湖),2,上海,上海市,"31.15549965,121.5889552"
上海新场(地铁站),上海地铁16号线大站车(龙阳路--滴水湖),3,上海,上海市,"31.04781094,121.6447488"
上海惠南(地铁站),上海地铁16号线大站车(龙阳路--滴水湖),4,上海,上海市,"31.05593789,121.75732282"
上海临港大道(地铁站),上海地铁16号线大站车(龙阳路--滴水湖),5,上海,上海市,"30.9258859,121.90676946"
上海滴水湖(地铁站),上海地铁16号线大站车(龙阳路--滴水湖),6,上海,上海市,"30.90960569,121.92549364"
上海滴水湖(地铁站),上海地铁16号线大站车(滴水湖--龙阳路),1,上海,上海市,"30.90960606,121.92549258"
上海临港大道(地铁站),上海地铁16号线大站车(滴水湖--龙阳路),2,上海,上海市,"30.92588502,121.90677088"
上海惠南(地铁站),上海地铁16号线大站车(滴水湖--龙阳路),3,上海,上海市,"31.05593945,121.75732118"
上海新场(地铁站),上海地铁16号线大站车(滴水湖--龙阳路),4,上海,上海市,"31.04781198,121.64474922"
上海罗山路(地铁站),上海地铁16号线大站车(滴水湖--龙阳路),5,上海,上海市,"31.15549911,121.58895579"
上海龙阳路(地铁站),上海地铁16号线大站车(滴水湖--龙阳路),6,上海,上海市,"31.20416983,121.55359973"
上海西岑(地铁站),上海地铁17号线(西岑--虹桥火车站),1,上海,上海市,"31.07273874,120.95991716"
上海东方绿舟(地铁站),上海地铁17号线(西岑--虹桥火车站),2,上海,上海市,"31.10057888,121.0150909"
上海朱家角(地铁站),上海地铁17号线(西岑--虹桥火车站),3,上海,上海市,"31.10255338,121.04445443"
上海淀山湖大道(地铁站),上海地铁17号线(西岑--虹桥火车站),4,上海,上海市,"31.13635263,121.0775358"
上海漕盈路(地铁站),上海地铁17号线(西岑--虹桥火车站),5,上海,上海市,"31.16234035,121.09227886"
上海青浦新城(地铁站),上海地铁17号线(西岑--虹桥火车站),6,上海,上海市,"31.16081444,121.12107333"
上海汇金路(地铁站),上海地铁17号线(西岑--虹桥火车站),7,上海,上海市,"31.16314808,121.14710695"
上海赵巷(地铁站),上海地铁17号线(西岑--虹桥火车站),8,上海,上海市,"31.16324815,121.18780236"
上海嘉松中路(地铁站),上海地铁17号线(西岑--虹桥火车站),9,上海,上海市,"31.1661411,121.21948414"
上海徐泾北城(地铁站),上海地铁17号线(西岑--虹桥火车站),10,上海,上海市,"31.17756662,121.23724653"
上海徐盈路(地铁站),上海地铁17号线(西岑--虹桥火车站),11,上海,上海市,"31.18014848,121.24955482"
上海蟠龙路(地铁站),上海地铁17号线(西岑--虹桥火车站),12,上海,上海市,"31.18835529,121.27420105"
上海国家会展中心(17号线)(地铁站),上海地铁17号线(西岑--虹桥火车站),13,上海,上海市,"31.1936856,121.28857396"
上海虹桥火车站(地铁站),上海地铁17号线(西岑--虹桥火车站),14,上海,上海市,"31.1959849,121.31442983"
上海虹桥火车站(地铁站),上海地铁17号线(虹桥火车站--西岑),1,上海,上海市,"31.19598383,121.31443082"
上海国家会展中心(17号线)(地铁站),上海地铁17号线(虹桥火车站--西岑),2,上海,上海市,"31.19368592,121.28857487"
上海蟠龙路(地铁站),上海地铁17号线(虹桥火车站--西岑),3,上海,上海市,"31.18835556,121.27420231"
上海徐盈路(地铁站),上海地铁17号线(虹桥火车站--西岑),4,上海,上海市,"31.18014882,121.24955466"
上海徐泾北城(地铁站),上海地铁17号线(虹桥火车站--西岑),5,上海,上海市,"31.17756668,121.23724603"
上海嘉松中路(地铁站),上海地铁17号线(虹桥火车站--西岑),6,上海,上海市,"31.16614252,121.21948545"
上海赵巷(地铁站),上海地铁17号线(虹桥火车站--西岑),7,上海,上海市,"31.16324851,121.18780223"
上海汇金路(地铁站),上海地铁17号线(虹桥火车站--西岑),8,上海,上海市,"31.16314709,121.14710703"
上海青浦新城(地铁站),上海地铁17号线(虹桥火车站--西岑),9,上海,上海市,"31.16081579,121.12107232"
上海漕盈路(地铁站),上海地铁17号线(虹桥火车站--西岑),10,上海,上海市,"31.16234122,121.09227889"
上海淀山湖大道(地铁站),上海地铁17号线(虹桥火车站--西岑),11,上海,上海市,"31.1363534,121.077534"
上海朱家角(地铁站),上海地铁17号线(虹桥火车站--西岑),12,上海,上海市,"31.10255313,121.0444532"
上海东方绿舟(地铁站),上海地铁17号线(虹桥火车站--西岑),13,上海,上海市,"31.10057989,121.01509071"
上海西岑(地铁站),上海地铁17号线(虹桥火车站--西岑),14,上海,上海市,"31.07273768,120.95991769"
上海西岑(地铁站),上海地铁17号线西延线(西岑--东方绿舟),1,上海,上海市,"31.0719528,120.95791177"
上海东方绿舟(地铁站),上海地铁17号线西延线(西岑--东方绿舟),2,上海,上海市,"31.1005804,121.01509023"
上海东方绿舟(地铁站),上海地铁17号线西延线(东方绿舟--西岑),1,上海,上海市,"31.10057902,121.01509077"
上海西岑(地铁站),上海地铁17号线西延线(东方绿舟--西岑),2,上海,上海市,"31.07195293,120.95791241"
上海长江南路(地铁站),上海地铁18号线(长江南路--航头),1,上海,上海市,"31.33377914,121.48553492"
上海殷高路(地铁站),上海地铁18号线(长江南路--航头),2,上海,上海市,"31.32367229,121.49110576"
上海上海财经大学(地铁站),上海地铁18号线(长江南路--航头),3,上海,上海市,"31.30964792,121.49188118"
上海复旦大学(地铁站),上海地铁18号线(长江南路--航头),4,上海,上海市,"31.2983378,121.49509063"
上海国权路(地铁站),上海地铁18号线(长江南路--航头),5,上海,上海市,"31.29135712,121.50661606"
上海抚顺路(地铁站),上海地铁18号线(长江南路--航头),6,上海,上海市,"31.28570667,121.51141474"
上海江浦路(地铁站),上海地铁18号线(长江南路--航头),7,上海,上海市,"31.27579158,121.51456527"
上海江浦公园(地铁站),上海地铁18号线(长江南路--航头),8,上海,上海市,"31.26712275,121.51892768"
上海平凉路(地铁站),上海地铁18号线(长江南路--航头),9,上海,上海市,"31.26112237,121.52236124"
上海丹阳路(地铁站),上海地铁18号线(长江南路--航头),10,上海,上海市,"31.25591255,121.52683426"
上海昌邑路(地铁站),上海地铁18号线(长江南路--航头),11,上海,上海市,"31.24606545,121.53580731"
上海民生路(地铁站),上海地铁18号线(长江南路--航头),12,上海,上海市,"31.23676963,121.54068043"
上海杨高中路(地铁站),上海地铁18号线(长江南路--航头),13,上海,上海市,"31.22863917,121.54470458"
上海迎春路(地铁站),上海地铁18号线(长江南路--航头),14,上海,上海市,"31.22316193,121.54673172"
上海龙阳路(地铁站),上海地铁18号线(长江南路--航头),15,上海,上海市,"31.20309329,121.55234378"
上海芳芯路(地铁站),上海地铁18号线(长江南路--航头),16,上海,上海市,"31.19334585,121.55498304"
上海北中路(地铁站),上海地铁18号线(长江南路--航头),17,上海,上海市,"31.18495917,121.5571167"
上海莲溪路(地铁站),上海地铁18号线(长江南路--航头),18,上海,上海市,"31.17191715,121.56151589"
上海御桥(地铁站),上海地铁18号线(长江南路--航头),19,上海,上海市,"31.16120802,121.56724963"
上海康桥(地铁站),上海地铁18号线(长江南路--航头),20,上海,上海市,"31.13646991,121.5630824"
上海周浦(地铁站),上海地铁18号线(长江南路--航头),21,上海,上海市,"31.11637012,121.56339279"
上海繁荣路(地铁站),上海地铁18号线(长江南路--航头),22,上海,上海市,"31.10480586,121.56633198"
上海沈梅路(地铁站),上海地铁18号线(长江南路--航头),23,上海,上海市,"31.0933838,121.57638871"
上海鹤涛路(地铁站),上海地铁18号线(长江南路--航头),24,上海,上海市,"31.07414176,121.58176637"
上海下沙(地铁站),上海地铁18号线(长江南路--航头),25,上海,上海市,"31.05668885,121.5847965"
上海航头(地铁站),上海地铁18号线(长江南路--航头),26,上海,上海市,"31.03960974,121.59189642"
上海航头(地铁站),上海地铁18号线(航头--长江南路),1,上海,上海市,"31.03960923,121.59189805"
上海下沙(地铁站),上海地铁18号线(航头--长江南路),2,上海,上海市,"31.05668935,121.58479664"
上海鹤涛路(地铁站),上海地铁18号线(航头--长江南路),3,上海,上海市,"31.07414208,121.58176567"
上海沈梅路(地铁站),上海地铁18号线(航头--长江南路),4,上海,上海市,"31.09338364,121.57638905"
上海繁荣路(地铁站),上海地铁18号线(航头--长江南路),5,上海,上海市,"31.10480641,121.56633165"
上海周浦(地铁站),上海地铁18号线(航头--长江南路),6,上海,上海市,"31.11637123,121.563391"
上海康桥(地铁站),上海地铁18号线(航头--长江南路),7,上海,上海市,"31.13647009,121.56308332"
上海御桥(地铁站),上海地铁18号线(航头--长江南路),8,上海,上海市,"31.16120776,121.56725028"
上海莲溪路(地铁站),上海地铁18号线(航头--长江南路),9,上海,上海市,"31.17191746,121.56151496"
上海北中路(地铁站),上海地铁18号线(航头--长江南路),10,上海,上海市,"31.18495759,121.55711588"
上海芳芯路(地铁站),上海地铁18号线(航头--长江南路),11,上海,上海市,"31.19334626,121.55498229"
上海龙阳路(地铁站),上海地铁18号线(航头--长江南路),12,上海,上海市,"31.20309516,121.55234376"
上海迎春路(地铁站),上海地铁18号线(航头--长江南路),13,上海,上海市,"31.22316036,121.54673214"
上海杨高中路(地铁站),上海地铁18号线(航头--长江南路),14,上海,上海市,"31.22863742,121.54470527"
上海民生路(地铁站),上海地铁18号线(航头--长江南路),15,上海,上海市,"31.23677031,121.54068132"
上海昌邑路(地铁站),上海地铁18号线(航头--长江南路),16,上海,上海市,"31.24606426,121.53580741"
上海丹阳路(地铁站),上海地铁18号线(航头--长江南路),17,上海,上海市,"31.25591383,121.52683558"
上海平凉路(地铁站),上海地铁18号线(航头--长江南路),18,上海,上海市,"31.26112109,121.52236068"
上海江浦公园(地铁站),上海地铁18号线(航头--长江南路),19,上海,上海市,"31.2671232,121.51892825"
上海江浦路(地铁站),上海地铁18号线(航头--长江南路),20,上海,上海市,"31.27579219,121.5145656"
上海抚顺路(地铁站),上海地铁18号线(航头--长江南路),21,上海,上海市,"31.28570562,121.51141407"
上海国权路(地铁站),上海地铁18号线(航头--长江南路),22,上海,上海市,"31.29135595,121.50661636"
上海复旦大学(地铁站),上海地铁18号线(航头--长江南路),23,上海,上海市,"31.29833757,121.49509058"
上海上海财经大学(地铁站),上海地铁18号线(航头--长江南路),24,上海,上海市,"31.30964785,121.49188085"
上海殷高路(地铁站),上海地铁18号线(航头--长江南路),25,上海,上海市,"31.32367261,121.49110561"
上海长江南路(地铁站),上海地铁18号线(航头--长江南路),26,上海,上海市,"31.33377867,121.48553555"
上海长江南路(地铁站),上海地铁18号线二期(长江南路--康文路),1,上海,上海市,"31.33378006,121.48553472"
上海通南路(地铁站),上海地铁18号线二期(长江南路--康文路),2,上海,上海市,"31.34000575,121.47441477"
上海长江西路(地铁站),上海地铁18号线二期(长江南路--康文路),3,上海,上海市,"31.34645195,121.47128919"
上海江杨南路(地铁站),上海地铁18号线二期(长江南路--康文路),4,上海,上海市,"31.35177479,121.46075308"
上海爱辉路(地铁站),上海地铁18号线二期(长江南路--康文路),5,上海,上海市,"31.34561352,121.44372112"
上海呼兰路(地铁站),上海地铁18号线二期(长江南路--康文路),6,上海,上海市,"31.34152667,121.43185439"
上海康文路(地铁站),上海地铁18号线二期(长江南路--康文路),7,上海,上海市,"31.33728952,121.4160809"
上海康文路(地铁站),上海地铁18号线二期(康文路--长江南路),1,上海,上海市,"31.33728764,121.41608071"
上海呼兰路(地铁站),上海地铁18号线二期(康文路--长江南路),2,上海,上海市,"31.34152806,121.43185575"
上海爱辉路(地铁站),上海地铁18号线二期(康文路--长江南路),3,上海,上海市,"31.34561195,121.44372108"
上海江杨南路(地铁站),上海地铁18号线二期(康文路--长江南路),4,上海,上海市,"31.35177581,121.46075289"
上海长江西路(地铁站),上海地铁18号线二期(康文路--长江南路),5,上海,上海市,"31.34645354,121.47128982"
上海通南路(地铁站),上海地铁18号线二期(康文路--长江南路),6,上海,上海市,"31.34000626,121.47441493"
上海长江南路(地铁站),上海地铁18号线二期(康文路--长江南路),7,上海,上海市,"31.33377998,121.48553488"
上海上海宝山站(地铁站),上海地铁19号线(上海宝山站--虹建路),1,上海,上海市,"31.40602723,121.44169415"
上海铁通路(地铁站),上海地铁19号线(上海宝山站--虹建路),2,上海,上海市,"31.39379979,121.44782562"
上海铁山路(地铁站),上海地铁19号线(上海宝山站--虹建路),3,上海,上海市,"31.38581114,121.4522727"
上海兰岗路(地铁站),上海地铁19号线(上海宝山站--虹建路),4,上海,上海市,"31.37950866,121.45644015"
上海泰和路(地铁站),上海地铁19号线(上海宝山站--虹建路),5,上海,上海市,"31.36484927,121.46312685"
上海江杨南路(地铁站),上海地铁19号线(上海宝山站--虹建路),6,上海,上海市,"31.35177924,121.4607641"
上海呼玛东路(地铁站),上海地铁19号线(上海宝山站--虹建路),7,上海,上海市,"31.34529766,121.45991097"
上海一二八纪念路(地铁站),上海地铁19号线(上海宝山站--虹建路),8,上海,上海市,"31.33075921,121.46276121"
上海虹湾路(地铁站),上海地铁19号线(上海宝山站--虹建路),9,上海,上海市,"31.31410935,121.46332269"
上海车站北路(地铁站),上海地铁19号线(上海宝山站--虹建路),10,上海,上海市,"31.2990565,121.46265037"
上海广灵四路(地铁站),上海地铁19号线(上海宝山站--虹建路),11,上海,上海市,"31.28789563,121.46126157"
上海凉城路(地铁站),上海地铁19号线(上海宝山站--虹建路),12,上海,上海市,"31.28186817,121.46459547"
上海上海外国语大学(地铁站),上海地铁19号线(上海宝山站--虹建路),13,上海,上海市,"31.27680638,121.47659966"
上海甜爱路(地铁站),上海地铁19号线(上海宝山站--虹建路),14,上海,上海市,"31.26637089,121.47910971"
上海海伦路(地铁站),上海地铁19号线(上海宝山站--虹建路),15,上海,上海市,"31.26086481,121.48481888"
上海周家嘴路(地铁站),上海地铁19号线(上海宝山站--虹建路),16,上海,上海市,"31.26050577,121.49688351"
上海提篮桥(地铁站),上海地铁19号线(上海宝山站--虹建路),17,上海,上海市,"31.25516035,121.50112481"
上海浦东南路(地铁站),上海地铁19号线(上海宝山站--虹建路),18,上海,上海市,"31.23990248,121.50617086"
上海商城路(地铁站),上海地铁19号线(上海宝山站--虹建路),19,上海,上海市,"31.23197167,121.51075996"
上海潍坊路(地铁站),上海地铁19号线(上海宝山站--虹建路),20,上海,上海市,"31.22529078,121.51356864"
上海塘桥(地铁站),上海地铁19号线(上海宝山站--虹建路),21,上海,上海市,"31.21254713,121.51302823"
上海南码头路(地铁站),上海地铁19号线(上海宝山站--虹建路),22,上海,上海市,"31.1982861,121.50485237"
上海华丰路(地铁站),上海地铁19号线(上海宝山站--虹建路),23,上海,上海市,"31.19457424,121.50235564"
上海中华艺术宫南(地铁站),上海地铁19号线(上海宝山站--虹建路),24,上海,上海市,"31.18444156,121.48952369"
上海世博大道(地铁站),上海地铁19号线(上海宝山站--虹建路),25,上海,上海市,"31.18280585,121.48042542"
上海后滩(地铁站),上海地铁19号线(上海宝山站--虹建路),26,上海,上海市,"31.17363661,121.47050215"
上海德州路(地铁站),上海地铁19号线(上海宝山站--虹建路),27,上海,上海市,"31.16718756,121.47317829"
上海东方体育中心(地铁站),上海地铁19号线(上海宝山站--虹建路),28,上海,上海市,"31.15902396,121.47661283"
上海凌兆新村(地铁站),上海地铁19号线(上海宝山站--虹建路),29,上海,上海市,"31.14258887,121.48265406"
上海三林南(地铁站),上海地铁19号线(上海宝山站--虹建路),30,上海,上海市,"31.12805716,121.48112305"
上海华泾路(地铁站),上海地铁19号线(上海宝山站--虹建路),31,上海,上海市,"31.12189941,121.45231585"
上海景洪路(地铁站),上海地铁19号线(上海宝山站--虹建路),32,上海,上海市,"31.11230807,121.43635911"
上海联曹路(地铁站),上海地铁19号线(上海宝山站--虹建路),33,上海,上海市,"31.09826972,121.43910973"
上海虹建路(地铁站),上海地铁19号线(上海宝山站--虹建路),34,上海,上海市,"31.08860453,121.44040256"
上海虹建路(地铁站),上海地铁19号线(虹建路--上海宝山站),1,上海,上海市,"31.08860438,121.44040201"
上海联曹路(地铁站),上海地铁19号线(虹建路--上海宝山站),2,上海,上海市,"31.09826971,121.43910883"
上海景洪路(地铁站),上海地铁19号线(虹建路--上海宝山站),3,上海,上海市,"31.11230666,121.43635954"
上海华泾路(地铁站),上海地铁19号线(虹建路--上海宝山站),4,上海,上海市,"31.1219002,121.45231562"
上海三林南(地铁站),上海地铁19号线(虹建路--上海宝山站),5,上海,上海市,"31.12805861,121.48112258"
上海凌兆新村(地铁站),上海地铁19号线(虹建路--上海宝山站),6,上海,上海市,"31.14258907,121.48265459"
上海东方体育中心(地铁站),上海地铁19号线(虹建路--上海宝山站),7,上海,上海市,"31.15902393,121.47661248"
上海德州路(地铁站),上海地铁19号线(虹建路--上海宝山站),8,上海,上海市,"31.16718796,121.47317831"
上海后滩(地铁站),上海地铁19号线(虹建路--上海宝山站),9,上海,上海市,"31.1736371,121.47050212"
上海世博大道(地铁站),上海地铁19号线(虹建路--上海宝山站),10,上海,上海市,"31.18280684,121.48042564"
上海中华艺术宫南(地铁站),上海地铁19号线(虹建路--上海宝山站),11,上海,上海市,"31.18444272,121.48952346"
上海华丰路(地铁站),上海地铁19号线(虹建路--上海宝山站),12,上海,上海市,"31.19457289,121.50235491"
上海南码头路(地铁站),上海地铁19号线(虹建路--上海宝山站),13,上海,上海市,"31.19828577,121.50485186"
上海塘桥(地铁站),上海地铁19号线(虹建路--上海宝山站),14,上海,上海市,"31.21254648,121.51302841"
上海潍坊路(地铁站),上海地铁19号线(虹建路--上海宝山站),15,上海,上海市,"31.22529072,121.51356914"
上海商城路(地铁站),上海地铁19号线(虹建路--上海宝山站),16,上海,上海市,"31.23197308,121.51075922"
上海浦东南路(地铁站),上海地铁19号线(虹建路--上海宝山站),17,上海,上海市,"31.2399017,121.50617181"
上海提篮桥(地铁站),上海地铁19号线(虹建路--上海宝山站),18,上海,上海市,"31.25516064,121.50112546"
上海周家嘴路(地铁站),上海地铁19号线(虹建路--上海宝山站),19,上海,上海市,"31.26050498,121.49688247"
上海海伦路(地铁站),上海地铁19号线(虹建路--上海宝山站),20,上海,上海市,"31.26086406,121.48481853"
上海甜爱路(地铁站),上海地铁19号线(虹建路--上海宝山站),21,上海,上海市,"31.26637003,121.47910961"
上海上海外国语大学(地铁站),上海地铁19号线(虹建路--上海宝山站),22,上海,上海市,"31.27680821,121.4765991"
上海凉城路(地铁站),上海地铁19号线(虹建路--上海宝山站),23,上海,上海市,"31.28186771,121.46459557"
上海广灵四路(地铁站),上海地铁19号线(虹建路--上海宝山站),24,上海,上海市,"31.28789606,121.46126302"
上海车站北路(地铁站),上海地铁19号线(虹建路--上海宝山站),25,上海,上海市,"31.29905814,121.46265022"
上海虹湾路(地铁站),上海地铁19号线(虹建路--上海宝山站),26,上海,上海市,"31.3141105,121.46332241"
上海一二八纪念路(地铁站),上海地铁19号线(虹建路--上海宝山站),27,上海,上海市,"31.33075871,121.46276242"
上海呼玛东路(地铁站),上海地铁19号线(虹建路--上海宝山站),28,上海,上海市,"31.34529798,121.45991121"
上海江杨南路(地铁站),上海地铁19号线(虹建路--上海宝山站),29,上海,上海市,"31.35178103,121.46076289"
