sname,rname,order,city,province,geometry
上海华夏西路(地铁站),上海地铁6号线(东方体育中心--港城路),4,上海,上海市,"31.15198098,121.51016731"
上海高青路(地铁站),上海地铁6号线(东方体育中心--港城路),5,上海,上海市,"31.16200657,121.51141843"
上海东明路(地铁站),上海地铁6号线(东方体育中心--港城路),6,上海,上海市,"31.17472547,121.50648033"
上海高科西路(地铁站),上海地铁6号线(东方体育中心--港城路),7,上海,上海市,"31.18783031,121.50545234"
上海临沂新村(地铁站),上海地铁6号线(东方体育中心--港城路),8,上海,上海市,"31.19528786,121.51232588"
上海上海儿童医学中心(地铁站),上海地铁6号线(东方体育中心--港城路),9,上海,上海市,"31.20537817,121.51913574"
上海蓝村路(地铁站),上海地铁6号线(东方体育中心--港城路),10,上海,上海市,"31.21378036,121.52329372"
上海浦电路(地铁站),上海地铁6号线(东方体育中心--港城路),11,上海,上海市,"31.22226205,121.52502408"
上海世纪大道(地铁站),上海地铁6号线(东方体育中心--港城路),12,上海,上海市,"31.23078081,121.52287816"
上海源深体育中心(地铁站),上海地铁6号线(东方体育中心--港城路),13,上海,上海市,"31.2351201,121.53033035"
上海民生路(地铁站),上海地铁6号线(东方体育中心--港城路),14,上海,上海市,"31.23798734,121.53924131"
上海北洋泾路(地铁站),上海地铁6号线(东方体育中心--港城路),15,上海,上海市,"31.24129757,121.54804977"
上海德平路(地铁站),上海地铁6号线(东方体育中心--港城路),16,上海,上海市,"31.24757182,121.55999933"
上海云山路(地铁站),上海地铁6号线(东方体育中心--港城路),17,上海,上海市,"31.2525918,121.56855121"
上海金桥路(地铁站),上海地铁6号线(东方体育中心--港城路),18,上海,上海市,"31.25926813,121.57760381"
上海博兴路(地铁站),上海地铁6号线(东方体育中心--港城路),19,上海,上海市,"31.26570602,121.58248042"
上海五莲路(地铁站),上海地铁6号线(东方体育中心--港城路),20,上海,上海市,"31.27420761,121.58365608"
上海巨峰路(地铁站),上海地铁6号线(东方体育中心--港城路),21,上海,上海市,"31.28286335,121.58415516"
上海东靖路(地铁站),上海地铁6号线(东方体育中心--港城路),22,上海,上海市,"31.29285883,121.5845257"
上海五洲大道(地铁站),上海地铁6号线(东方体育中心--港城路),23,上海,上海市,"31.30473941,121.58500145"
上海洲海路(地铁站),上海地铁6号线(东方体育中心--港城路),24,上海,上海市,"31.31439485,121.58518425"
上海外高桥保税区南(地铁站),上海地铁6号线(东方体育中心--港城路),25,上海,上海市,"31.32374132,121.59775429"
上海航津路(地铁站),上海地铁6号线(东方体育中心--港城路),26,上海,上海市,"31.33752986,121.58976359"
上海外高桥保税区北(地铁站),上海地铁6号线(东方体育中心--港城路),27,上海,上海市,"31.34995464,121.58270984"
上海港城路(地铁站),上海地铁6号线(东方体育中心--港城路),28,上海,上海市,"31.35522694,121.57078334"
上海港城路(地铁站),上海地铁6号线(港城路--东方体育中心),1,上海,上海市,"31.35522716,121.57078346"
上海外高桥保税区北(地铁站),上海地铁6号线(港城路--东方体育中心),2,上海,上海市,"31.34995548,121.58271069"
上海航津路(地铁站),上海地铁6号线(港城路--东方体育中心),3,上海,上海市,"31.33752928,121.58976262"
上海外高桥保税区南(地铁站),上海地铁6号线(港城路--东方体育中心),4,上海,上海市,"31.3237424,121.59775515"
上海洲海路(地铁站),上海地铁6号线(港城路--东方体育中心),5,上海,上海市,"31.31439629,121.58518496"
上海五洲大道(地铁站),上海地铁6号线(港城路--东方体育中心),6,上海,上海市,"31.30473984,121.58500085"
上海东靖路(地铁站),上海地铁6号线(港城路--东方体育中心),7,上海,上海市,"31.29285829,121.58452521"
上海巨峰路(地铁站),上海地铁6号线(港城路--东方体育中心),8,上海,上海市,"31.28286307,121.58415519"
上海五莲路(地铁站),上海地铁6号线(港城路--东方体育中心),9,上海,上海市,"31.27420637,121.58365691"
上海博兴路(地铁站),上海地铁6号线(港城路--东方体育中心),10,上海,上海市,"31.26570436,121.58247949"
上海金桥路(地铁站),上海地铁6号线(港城路--东方体育中心),11,上海,上海市,"31.25926808,121.57760426"
上海云山路(地铁站),上海地铁6号线(港城路--东方体育中心),12,上海,上海市,"31.25259363,121.56855044"
上海德平路(地铁站),上海地铁6号线(港城路--东方体育中心),13,上海,上海市,"31.24757101,121.5599996"
上海北洋泾路(地铁站),上海地铁6号线(港城路--东方体育中心),14,上海,上海市,"31.24129891,121.54805066"
上海民生路(地铁站),上海地铁6号线(港城路--东方体育中心),15,上海,上海市,"31.23798755,121.53924071"
上海源深体育中心(地铁站),上海地铁6号线(港城路--东方体育中心),16,上海,上海市,"31.23512087,121.53032901"
上海世纪大道(地铁站),上海地铁6号线(港城路--东方体育中心),17,上海,上海市,"31.23077981,121.52287679"
上海浦电路(地铁站),上海地铁6号线(港城路--东方体育中心),18,上海,上海市,"31.22226284,121.52502267"
上海蓝村路(地铁站),上海地铁6号线(港城路--东方体育中心),19,上海,上海市,"31.21377917,121.52329496"
上海上海儿童医学中心(地铁站),上海地铁6号线(港城路--东方体育中心),20,上海,上海市,"31.20537832,121.51913543"
上海临沂新村(地铁站),上海地铁6号线(港城路--东方体育中心),21,上海,上海市,"31.19528867,121.51232748"
上海高科西路(地铁站),上海地铁6号线(港城路--东方体育中心),22,上海,上海市,"31.18783092,121.50545222"
上海东明路(地铁站),上海地铁6号线(港城路--东方体育中心),23,上海,上海市,"31.17472449,121.50648121"
上海高青路(地铁站),上海地铁6号线(港城路--东方体育中心),24,上海,上海市,"31.16200783,121.51141766"
上海华夏西路(地铁站),上海地铁6号线(港城路--东方体育中心),25,上海,上海市,"31.15198025,121.5101666"
上海上南路(地铁站),上海地铁6号线(港城路--东方体育中心),26,上海,上海市,"31.15089813,121.50204657"
上海灵岩南路(地铁站),上海地铁6号线(港城路--东方体育中心),27,上海,上海市,"31.15071073,121.49085282"
上海东方体育中心(地铁站),上海地铁6号线(港城路--东方体育中心),28,上海,上海市,"31.15536575,121.47580967"
上海花木路(地铁站),上海地铁7号线(花木路--美兰湖),1,上海,上海市,"31.21339679,121.55851518"
上海龙阳路(地铁站),上海地铁7号线(花木路--美兰湖),2,上海,上海市,"31.20575495,121.55338675"
上海芳华路(地铁站),上海地铁7号线(花木路--美兰湖),3,上海,上海市,"31.1952816,121.54584928"
上海锦绣路(地铁站),上海地铁7号线(花木路--美兰湖),4,上海,上海市,"31.1897437,121.53574792"
上海杨高南路(地铁站),上海地铁7号线(花木路--美兰湖),5,上海,上海市,"31.18972497,121.52019868"
上海高科西路(地铁站),上海地铁7号线(花木路--美兰湖),6,上海,上海市,"31.18782984,121.50545202"
上海云台路(地铁站),上海地铁7号线(花木路--美兰湖),7,上海,上海市,"31.18425516,121.49601432"
上海耀华路(地铁站),上海地铁7号线(花木路--美兰湖),8,上海,上海市,"31.18053985,121.49015965"
上海长清路(地铁站),上海地铁7号线(花木路--美兰湖),9,上海,上海市,"31.17661643,121.48164142"
上海后滩(地铁站),上海地铁7号线(花木路--美兰湖),10,上海,上海市,"31.17388795,121.46923863"
上海龙华中路(地铁站),上海地铁7号线(花木路--美兰湖),11,上海,上海市,"31.18630232,121.45249428"
上海东安路(地铁站),上海地铁7号线(花木路--美兰湖),12,上海,上海市,"31.19273353,121.45032087"
上海肇嘉浜路(地铁站),上海地铁7号线(花木路--美兰湖),13,上海,上海市,"31.20058556,121.44582119"
上海常熟路(地铁站),上海地铁7号线(花木路--美兰湖),14,上海,上海市,"31.21541451,121.44454824"
上海静安寺(地铁站),上海地铁7号线(花木路--美兰湖),15,上海,上海市,"31.22496841,121.4439076"
上海昌平路(地铁站),上海地铁7号线(花木路--美兰湖),16,上海,上海市,"31.23561909,121.43800961"
上海长寿路(地铁站),上海地铁7号线(花木路--美兰湖),17,上海,上海市,"31.24177468,121.43361574"
上海镇坪路(地铁站),上海地铁7号线(花木路--美兰湖),18,上海,上海市,"31.24861007,121.42704728"
上海岚皋路(地铁站),上海地铁7号线(花木路--美兰湖),19,上海,上海市,"31.2580297,121.41729656"
上海新村路(地铁站),上海地铁7号线(花木路--美兰湖),20,上海,上海市,"31.26568363,121.41802475"
上海大华三路(地铁站),上海地铁7号线(花木路--美兰湖),21,上海,上海市,"31.27587325,121.41830606"
上海行知路(地铁站),上海地铁7号线(花木路--美兰湖),22,上海,上海市,"31.28631582,121.41712329"
上海大场镇(地铁站),上海地铁7号线(花木路--美兰湖),23,上海,上海市,"31.29507117,121.41150527"
上海场中路(地铁站),上海地铁7号线(花木路--美兰湖),24,上海,上海市,"31.30548945,121.4088032"
上海上大路(地铁站),上海地铁7号线(花木路--美兰湖),25,上海,上海市,"31.31676912,121.40402802"
上海南陈路(地铁站),上海地铁7号线(花木路--美兰湖),26,上海,上海市,"31.32353684,121.39376006"
上海上海大学(地铁站),上海地铁7号线(花木路--美兰湖),27,上海,上海市,"31.32238707,121.38422864"
上海祁华路(地铁站),上海地铁7号线(花木路--美兰湖),28,上海,上海市,"31.32420121,121.36888862"
上海顾村公园(地铁站),上海地铁7号线(花木路--美兰湖),29,上海,上海市,"31.34639976,121.36836777"
上海刘行(地铁站),上海地铁7号线(花木路--美兰湖),30,上海,上海市,"31.35940234,121.35775099"
上海潘广路(地铁站),上海地铁7号线(花木路--美兰湖),31,上海,上海市,"31.36600519,121.35123053"
上海罗南新村(地铁站),上海地铁7号线(花木路--美兰湖),32,上海,上海市,"31.39064592,121.35285116"
上海美兰湖(地铁站),上海地铁7号线(花木路--美兰湖),33,上海,上海市,"31.40371282,121.34528727"
上海美兰湖(地铁站),上海地铁7号线(美兰湖--花木路),1,上海,上海市,"31.40371162,121.34528806"
上海罗南新村(地铁站),上海地铁7号线(美兰湖--花木路),2,上海,上海市,"31.39064526,121.35285039"
上海潘广路(地铁站),上海地铁7号线(美兰湖--花木路),3,上海,上海市,"31.36600537,121.35123017"
上海刘行(地铁站),上海地铁7号线(美兰湖--花木路),4,上海,上海市,"31.35940316,121.35774997"
上海顾村公园(地铁站),上海地铁7号线(美兰湖--花木路),5,上海,上海市,"31.34640045,121.3683682"
上海祁华路(地铁站),上海地铁7号线(美兰湖--花木路),6,上海,上海市,"31.32420189,121.36888873"
上海上海大学(地铁站),上海地铁7号线(美兰湖--花木路),7,上海,上海市,"31.32238742,121.38422832"
上海南陈路(地铁站),上海地铁7号线(美兰湖--花木路),8,上海,上海市,"31.32353729,121.39375951"
上海上大路(地铁站),上海地铁7号线(美兰湖--花木路),9,上海,上海市,"31.31676885,121.40402876"
上海场中路(地铁站),上海地铁7号线(美兰湖--花木路),10,上海,上海市,"31.30548796,121.40880343"
上海大场镇(地铁站),上海地铁7号线(美兰湖--花木路),11,上海,上海市,"31.29507055,121.41150461"
上海行知路(地铁站),上海地铁7号线(美兰湖--花木路),12,上海,上海市,"31.28631615,121.41712487"
上海大华三路(地铁站),上海地铁7号线(美兰湖--花木路),13,上海,上海市,"31.27587266,121.41830453"
上海新村路(地铁站),上海地铁7号线(美兰湖--花木路),14,上海,上海市,"31.26568506,121.41802453"
上海岚皋路(地铁站),上海地铁7号线(美兰湖--花木路),15,上海,上海市,"31.25803045,121.41729676"
上海镇坪路(地铁站),上海地铁7号线(美兰湖--花木路),16,上海,上海市,"31.24861127,121.42704757"
上海长寿路(地铁站),上海地铁7号线(美兰湖--花木路),17,上海,上海市,"31.24177426,121.43361458"
上海昌平路(地铁站),上海地铁7号线(美兰湖--花木路),18,上海,上海市,"31.23561888,121.43800849"
上海静安寺(地铁站),上海地铁7号线(美兰湖--花木路),19,上海,上海市,"31.22496863,121.44390743"
上海常熟路(地铁站),上海地铁7号线(美兰湖--花木路),20,上海,上海市,"31.2154146,121.44454812"
上海肇嘉浜路(地铁站),上海地铁7号线(美兰湖--花木路),21,上海,上海市,"31.20058449,121.4458211"
上海东安路(地铁站),上海地铁7号线(美兰湖--花木路),22,上海,上海市,"31.19273415,121.45032123"
上海龙华中路(地铁站),上海地铁7号线(美兰湖--花木路),23,上海,上海市,"31.18630184,121.45249495"
上海后滩(地铁站),上海地铁7号线(美兰湖--花木路),24,上海,上海市,"31.17388889,121.46923737"
上海长清路(地铁站),上海地铁7号线(美兰湖--花木路),25,上海,上海市,"31.1766148,121.48164086"
上海耀华路(地铁站),上海地铁7号线(美兰湖--花木路),26,上海,上海市,"31.18054095,121.49015922"
上海云台路(地铁站),上海地铁7号线(美兰湖--花木路),27,上海,上海市,"31.18425515,121.49601292"
上海高科西路(地铁站),上海地铁7号线(美兰湖--花木路),28,上海,上海市,"31.18782983,121.50545311"
上海杨高南路(地铁站),上海地铁7号线(美兰湖--花木路),29,上海,上海市,"31.18972482,121.52019778"
上海锦绣路(地铁站),上海地铁7号线(美兰湖--花木路),30,上海,上海市,"31.18974362,121.53574811"
上海芳华路(地铁站),上海地铁7号线(美兰湖--花木路),31,上海,上海市,"31.19528026,121.54585036"
上海龙阳路(地铁站),上海地铁7号线(美兰湖--花木路),32,上海,上海市,"31.20575395,121.55338613"
上海花木路(地铁站),上海地铁7号线(美兰湖--花木路),33,上海,上海市,"31.21339562,121.55851519"
上海沈杜公路(地铁站),上海地铁8号线(沈杜公路--市光路),1,上海,上海市,"31.06357044,121.50789915"
上海联航路(地铁站),上海地铁8号线(沈杜公路--市光路),2,上海,上海市,"31.07569844,121.50621353"
上海江月路(地铁站),上海地铁8号线(沈杜公路--市光路),3,上海,上海市,"31.08637356,121.50421463"
上海浦江镇(地铁站),上海地铁8号线(沈杜公路--市光路),4,上海,上海市,"31.09869707,121.50187481"
上海芦恒路(地铁站),上海地铁8号线(沈杜公路--市光路),5,上海,上海市,"31.12112846,121.49379766"
上海凌兆新村(地铁站),上海地铁8号线(沈杜公路--市光路),6,上海,上海市,"31.1433337,121.48520142"
上海东方体育中心(地铁站),上海地铁8号线(沈杜公路--市光路),7,上海,上海市,"31.15536396,121.47581046"
上海杨思(地铁站),上海地铁8号线(沈杜公路--市光路),8,上海,上海市,"31.16308806,121.48899317"
上海成山路(地铁站),上海地铁8号线(沈杜公路--市光路),9,上海,上海市,"31.17254786,121.49188741"
上海耀华路(地铁站),上海地铁8号线(沈杜公路--市光路),10,上海,上海市,"31.18054058,121.4901587"
上海中华艺术宫(地铁站),上海地铁8号线(沈杜公路--市光路),11,上海,上海市,"31.1872639,121.48917574"
上海西藏南路(地铁站),上海地铁8号线(沈杜公路--市光路),12,上海,上海市,"31.20396876,121.48508838"
上海陆家浜路(地铁站),上海地铁8号线(沈杜公路--市光路),13,上海,上海市,"31.21377613,121.4816357"
上海老西门(地铁站),上海地铁8号线(沈杜公路--市光路),14,上海,上海市,"31.22074338,121.47850384"
上海大世界(地铁站),上海地铁8号线(沈杜公路--市光路),15,上海,上海市,"31.22935017,121.47467692"
上海人民广场(地铁站),上海地铁8号线(沈杜公路--市光路),16,上海,上海市,"31.23481995,121.47097232"
上海曲阜路(地铁站),上海地铁8号线(沈杜公路--市光路),17,上海,上海市,"31.24423809,121.46701185"
上海中兴路(地铁站),上海地铁8号线(沈杜公路--市光路),18,上海,上海市,"31.25514782,121.46448545"
上海西藏北路(地铁站),上海地铁8号线(沈杜公路--市光路),19,上海,上海市,"31.26536738,121.46427653"
上海虹口足球场(地铁站),上海地铁8号线(沈杜公路--市光路),20,上海,上海市,"31.27183231,121.47481934"
上海曲阳路(地铁站),上海地铁8号线(沈杜公路--市光路),21,上海,上海市,"31.27849665,121.48667163"
上海四平路(地铁站),上海地铁8号线(沈杜公路--市光路),22,上海,上海市,"31.27688415,121.49705802"
上海鞍山新村(地铁站),上海地铁8号线(沈杜公路--市光路),23,上海,上海市,"31.27527032,121.50528451"
上海江浦路(地铁站),上海地铁8号线(沈杜公路--市光路),24,上海,上海市,"31.27699932,121.51400987"
上海黄兴路(地铁站),上海地铁8号线(沈杜公路--市光路),25,上海,上海市,"31.28089302,121.52406415"
上海延吉中路(地铁站),上海地铁8号线(沈杜公路--市光路),26,上海,上海市,"31.29063633,121.5306242"
上海黄兴公园(地铁站),上海地铁8号线(沈杜公路--市光路),27,上海,上海市,"31.29747591,121.5290619"
上海翔殷路(地铁站),上海地铁8号线(沈杜公路--市光路),28,上海,上海市,"31.30708029,121.52764644"
上海嫩江路(地铁站),上海地铁8号线(沈杜公路--市光路),29,上海,上海市,"31.31687848,121.52762692"
上海市光路(地铁站),上海地铁8号线(沈杜公路--市光路),30,上海,上海市,"31.32479686,121.52760498"
上海市光路(地铁站),上海地铁8号线(市光路--沈杜公路),1,上海,上海市,"31.32479561,121.52760465"
上海嫩江路(地铁站),上海地铁8号线(市光路--沈杜公路),2,上海,上海市,"31.31687979,121.52762735"
上海翔殷路(地铁站),上海地铁8号线(市光路--沈杜公路),3,上海,上海市,"31.30708038,121.52764738"
上海黄兴公园(地铁站),上海地铁8号线(市光路--沈杜公路),4,上海,上海市,"31.29747459,121.52906192"
上海延吉中路(地铁站),上海地铁8号线(市光路--沈杜公路),5,上海,上海市,"31.29063685,121.53062417"
上海黄兴路(地铁站),上海地铁8号线(市光路--沈杜公路),6,上海,上海市,"31.28089379,121.52406573"
上海江浦路(地铁站),上海地铁8号线(市光路--沈杜公路),7,上海,上海市,"31.2769988,121.51401018"
上海鞍山新村(地铁站),上海地铁8号线(市光路--沈杜公路),8,上海,上海市,"31.27527024,121.50528422"
上海四平路(地铁站),上海地铁8号线(市光路--沈杜公路),9,上海,上海市,"31.27688349,121.49705901"
上海曲阳路(地铁站),上海地铁8号线(市光路--沈杜公路),10,上海,上海市,"31.27849601,121.48667071"
上海虹口足球场(地铁站),上海地铁8号线(市光路--沈杜公路),11,上海,上海市,"31.27183065,121.47481887"
上海西藏北路(地铁站),上海地铁8号线(市光路--沈杜公路),12,上海,上海市,"31.26536655,121.46427667"
上海中兴路(地铁站),上海地铁8号线(市光路--沈杜公路),13,上海,上海市,"31.25514836,121.4644867"
上海曲阜路(地铁站),上海地铁8号线(市光路--沈杜公路),14,上海,上海市,"31.24423798,121.46701247"
上海人民广场(地铁站),上海地铁8号线(市光路--沈杜公路),15,上海,上海市,"31.23481953,121.47097285"
上海大世界(地铁站),上海地铁8号线(市光路--沈杜公路),16,上海,上海市,"31.22934989,121.47467799"
上海老西门(地铁站),上海地铁8号线(市光路--沈杜公路),17,上海,上海市,"31.22074244,121.47850425"
上海陆家浜路(地铁站),上海地铁8号线(市光路--沈杜公路),18,上海,上海市,"31.21377472,121.48163492"
上海西藏南路(地铁站),上海地铁8号线(市光路--沈杜公路),19,上海,上海市,"31.20396875,121.48508868"
上海中华艺术宫(地铁站),上海地铁8号线(市光路--沈杜公路),20,上海,上海市,"31.18726347,121.48917526"
上海耀华路(地铁站),上海地铁8号线(市光路--沈杜公路),21,上海,上海市,"31.18053987,121.49015773"
上海成山路(地铁站),上海地铁8号线(市光路--沈杜公路),22,上海,上海市,"31.17254814,121.49188676"
上海杨思(地铁站),上海地铁8号线(市光路--沈杜公路),23,上海,上海市,"31.1630871,121.48899472"
上海东方体育中心(地铁站),上海地铁8号线(市光路--沈杜公路),24,上海,上海市,"31.15536454,121.47580863"
上海凌兆新村(地铁站),上海地铁8号线(市光路--沈杜公路),25,上海,上海市,"31.14333336,121.48520172"
上海芦恒路(地铁站),上海地铁8号线(市光路--沈杜公路),26,上海,上海市,"31.12112811,121.49379715"
上海浦江镇(地铁站),上海地铁8号线(市光路--沈杜公路),27,上海,上海市,"31.09869642,121.5018739"
上海江月路(地铁站),上海地铁8号线(市光路--沈杜公路),28,上海,上海市,"31.08637376,121.50421593"
上海联航路(地铁站),上海地铁8号线(市光路--沈杜公路),29,上海,上海市,"31.07570028,121.50621454"
上海沈杜公路(地铁站),上海地铁8号线(市光路--沈杜公路),30,上海,上海市,"31.06357081,121.50789945"
上海上海松江站(地铁站),上海地铁9号线(上海松江站--曹路),1,上海,上海市,"30.98696657,121.22647377"
上海醉白池(地铁站),上海地铁9号线(上海松江站--曹路),2,上海,上海市,"31.00326411,121.22494796"
上海松江体育中心(地铁站),上海地铁9号线(上海松江站--曹路),3,上海,上海市,"31.01813752,121.22613289"
上海松江新城(地铁站),上海地铁9号线(上海松江站--曹路),4,上海,上海市,"31.03241855,121.22632433"
上海松江大学城(地铁站),上海地铁9号线(上海松江站--曹路),5,上海,上海市,"31.0560943,121.22816102"
上海洞泾(地铁站),上海地铁9号线(上海松江站--曹路),6,上海,上海市,"31.08658329,121.22605356"
上海佘山(地铁站),上海地铁9号线(上海松江站--曹路),7,上海,上海市,"31.10617731,121.22526439"
上海泗泾(地铁站),上海地铁9号线(上海松江站--曹路),8,上海,上海市,"31.12034919,121.25582661"
上海九亭(地铁站),上海地铁9号线(上海松江站--曹路),9,上海,上海市,"31.13924213,121.31490693"
上海中春路(地铁站),上海地铁9号线(上海松江站--曹路),10,上海,上海市,"31.15136424,121.33314206"
上海七宝(地铁站),上海地铁9号线(上海松江站--曹路),11,上海,上海市,"31.15721291,121.3446387"
上海星中路(地铁站),上海地铁9号线(上海松江站--曹路),12,上海,上海市,"31.16000252,121.36428409"
上海合川路(地铁站),上海地铁9号线(上海松江站--曹路),13,上海,上海市,"31.16841494,121.38013358"
上海漕河泾开发区(地铁站),上海地铁9号线(上海松江站--曹路),14,上海,上海市,"31.17250887,121.3931236"
上海桂林路(地铁站),上海地铁9号线(上海松江站--曹路),15,上海,上海市,"31.17665919,121.41342444"
上海宜山路(地铁站),上海地铁9号线(上海松江站--曹路),16,上海,上海市,"31.18611543,121.42276327"
上海徐家汇(地铁站),上海地铁9号线(上海松江站--曹路),17,上海,上海市,"31.1973912,121.43198694"
上海肇嘉浜路(地铁站),上海地铁9号线(上海松江站--曹路),18,上海,上海市,"31.20133551,121.44562366"
上海嘉善路(地铁站),上海地铁9号线(上海松江站--曹路),19,上海,上海市,"31.20474139,121.45614375"
上海打浦桥(地铁站),上海地铁9号线(上海松江站--曹路),20,上海,上海市,"31.20824992,121.46414482"
上海马当路(地铁站),上海地铁9号线(上海松江站--曹路),21,上海,上海市,"31.21148237,121.47274567"
上海陆家浜路(地铁站),上海地铁9号线(上海松江站--曹路),22,上海,上海市,"31.21377566,121.4816359"
上海小南门(地铁站),上海地铁9号线(上海松江站--曹路),23,上海,上海市,"31.21888723,121.49396252"
上海商城路(地铁站),上海地铁9号线(上海松江站--曹路),24,上海,上海市,"31.23232604,121.51190223"
上海世纪大道(地铁站),上海地铁9号线(上海松江站--曹路),25,上海,上海市,"31.23078152,121.522877"
上海杨高中路(地铁站),上海地铁9号线(上海松江站--曹路),26,上海,上海市,"31.22966206,121.54439193"
上海芳甸路(地铁站),上海地铁9号线(上海松江站--曹路),27,上海,上海市,"31.23401308,121.55418296"
上海蓝天路(地铁站),上海地铁9号线(上海松江站--曹路),28,上海,上海市,"31.24321721,121.57377788"
上海台儿庄路(地铁站),上海地铁9号线(上海松江站--曹路),29,上海,上海市,"31.2550167,121.59325486"
上海金桥(地铁站),上海地铁9号线(上海松江站--曹路),30,上海,上海市,"31.26303438,121.60713141"
上海金吉路(地铁站),上海地铁9号线(上海松江站--曹路),31,上海,上海市,"31.26647204,121.62452074"
上海金海路(地铁站),上海地铁9号线(上海松江站--曹路),32,上海,上海市,"31.26596009,121.63473323"
上海顾唐路(地铁站),上海地铁9号线(上海松江站--曹路),33,上海,上海市,"31.26819839,121.65220211"
上海民雷路(地铁站),上海地铁9号线(上海松江站--曹路),34,上海,上海市,"31.27043577,121.66383869"
上海曹路(地铁站),上海地铁9号线(上海松江站--曹路),35,上海,上海市,"31.27336834,121.67883823"
上海曹路(地铁站),上海地铁9号线(曹路--上海松江站),1,上海,上海市,"31.27336849,121.67883766"
上海民雷路(地铁站),上海地铁9号线(曹路--上海松江站),2,上海,上海市,"31.27043683,121.66383957"
上海顾唐路(地铁站),上海地铁9号线(曹路--上海松江站),3,上海,上海市,"31.26819835,121.6522016"
上海金海路(地铁站),上海地铁9号线(曹路--上海松江站),4,上海,上海市,"31.26595948,121.63473271"
上海金吉路(地铁站),上海地铁9号线(曹路--上海松江站),5,上海,上海市,"31.2664723,121.62452073"
上海金桥(地铁站),上海地铁9号线(曹路--上海松江站),6,上海,上海市,"31.26303532,121.60713054"
上海台儿庄路(地铁站),上海地铁9号线(曹路--上海松江站),7,上海,上海市,"31.25501825,121.59325564"
上海蓝天路(地铁站),上海地铁9号线(曹路--上海松江站),8,上海,上海市,"31.24321613,121.57377914"
上海芳甸路(地铁站),上海地铁9号线(曹路--上海松江站),9,上海,上海市,"31.23401232,121.55418284"
上海杨高中路(地铁站),上海地铁9号线(曹路--上海松江站),10,上海,上海市,"31.22966025,121.54439317"
上海世纪大道(地铁站),上海地铁9号线(曹路--上海松江站),11,上海,上海市,"31.23078127,121.52287731"
上海商城路(地铁站),上海地铁9号线(曹路--上海松江站),12,上海,上海市,"31.23232614,121.51190164"
上海小南门(地铁站),上海地铁9号线(曹路--上海松江站),13,上海,上海市,"31.21888639,121.49396297"
上海陆家浜路(地铁站),上海地铁9号线(曹路--上海松江站),14,上海,上海市,"31.21377541,121.48163544"
上海马当路(地铁站),上海地铁9号线(曹路--上海松江站),15,上海,上海市,"31.21148149,121.47274647"
上海打浦桥(地铁站),上海地铁9号线(曹路--上海松江站),16,上海,上海市,"31.20824976,121.46414458"
上海嘉善路(地铁站),上海地铁9号线(曹路--上海松江站),17,上海,上海市,"31.20474275,121.4561442"
上海肇嘉浜路(地铁站),上海地铁9号线(曹路--上海松江站),18,上海,上海市,"31.20133731,121.44562405"
上海徐家汇(地铁站),上海地铁9号线(曹路--上海松江站),19,上海,上海市,"31.19739121,121.43198696"
上海宜山路(地铁站),上海地铁9号线(曹路--上海松江站),20,上海,上海市,"31.18611603,121.42276293"
上海桂林路(地铁站),上海地铁9号线(曹路--上海松江站),21,上海,上海市,"31.17665768,121.41342347"
上海漕河泾开发区(地铁站),上海地铁9号线(曹路--上海松江站),22,上海,上海市,"31.17250807,121.39312239"
上海合川路(地铁站),上海地铁9号线(曹路--上海松江站),23,上海,上海市,"31.16841522,121.38013449"
上海星中路(地铁站),上海地铁9号线(曹路--上海松江站),24,上海,上海市,"31.16000168,121.36428474"
上海七宝(地铁站),上海地铁9号线(曹路--上海松江站),25,上海,上海市,"31.15721256,121.34463783"
上海中春路(地铁站),上海地铁9号线(曹路--上海松江站),26,上海,上海市,"31.15136313,121.33314216"
上海九亭(地铁站),上海地铁9号线(曹路--上海松江站),27,上海,上海市,"31.13924182,121.31490725"
上海泗泾(地铁站),上海地铁9号线(曹路--上海松江站),28,上海,上海市,"31.1203497,121.25582682"
上海佘山(地铁站),上海地铁9号线(曹路--上海松江站),29,上海,上海市,"31.10617632,121.22526458"
上海洞泾(地铁站),上海地铁9号线(曹路--上海松江站),30,上海,上海市,"31.08658355,121.22605394"
上海松江大学城(地铁站),上海地铁9号线(曹路--上海松江站),31,上海,上海市,"31.05609354,121.22816178"
上海松江新城(地铁站),上海地铁9号线(曹路--上海松江站),32,上海,上海市,"31.03241744,121.2263252"
上海松江体育中心(地铁站),上海地铁9号线(曹路--上海松江站),33,上海,上海市,"31.01813637,121.22613183"
上海醉白池(地铁站),上海地铁9号线(曹路--上海松江站),34,上海,上海市,"31.00326382,121.2249475"
上海上海松江站(地铁站),上海地铁9号线(曹路--上海松江站),35,上海,上海市,"30.98696831,121.22647353"
上海虹桥火车站(地铁站),上海地铁10号线(夜班)(虹桥火车站--五角场),1,上海,上海市,"31.19598444,121.3144303"
上海虹桥2号航站楼(地铁站),上海地铁10号线(夜班)(虹桥火车站--五角场),2,上海,上海市,"31.19615951,121.32176508"
上海虹桥1号航站楼(地铁站),上海地铁10号线(夜班)(虹桥火车站--五角场),3,上海,上海市,"31.19327237,121.34278859"
上海虹桥路(地铁站),上海地铁10号线(夜班)(虹桥火车站--五角场),4,上海,上海市,"31.19849421,121.41782358"
上海陕西南路(地铁站),上海地铁10号线(夜班)(虹桥火车站--五角场),5,上海,上海市,"31.21706106,121.45417742"
